url_api,tahun,kode_daerah
https://isb.lkpp.go.id/isb-2/api/06ddfd2e-db4e-4a9f-ac70-c346b21bfcbd/json/10544/RUP-KegiatanMaster/tipe/4:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/0d286cd2-a099-404b-a986-c2bdffd8cfd7/json/10587/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2022,D210
https://isb.lkpp.go.id/isb-2/api/0d286cd2-a099-404b-a986-c2bdffd8cfd7/json/10587/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2023,D210
https://isb.lkpp.go.id/isb-2/api/0d286cd2-a099-404b-a986-c2bdffd8cfd7/json/10587/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/6cbc4e2f-1e08-4206-9377-c890445b93c7/json/10551/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2022,D210
https://isb.lkpp.go.id/isb-2/api/6cbc4e2f-1e08-4206-9377-c890445b93c7/json/10551/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2023,D210
https://isb.lkpp.go.id/isb-2/api/6cbc4e2f-1e08-4206-9377-c890445b93c7/json/10551/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/fe54eaea-2367-4d1c-97d2-8f2f110fb12e/json/10563/RUP-ProgramMaster/tipe/4:12/parameter,2022,D210
https://isb.lkpp.go.id/isb-2/api/fe54eaea-2367-4d1c-97d2-8f2f110fb12e/json/10563/RUP-ProgramMaster/tipe/4:12/parameter,2023,D210
https://isb.lkpp.go.id/isb-2/api/fe54eaea-2367-4d1c-97d2-8f2f110fb12e/json/10563/RUP-ProgramMaster/tipe/4:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/a84b7d94-2234-487c-b24e-fd93f724a2c0/json/10589/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2022,D210
https://isb.lkpp.go.id/isb-2/api/a84b7d94-2234-487c-b24e-fd93f724a2c0/json/10589/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2023,D210
https://isb.lkpp.go.id/isb-2/api/a84b7d94-2234-487c-b24e-fd93f724a2c0/json/10589/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/4c8cf603-d8dc-47a5-816c-4247269f8232/json/10550/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2022,D210
https://isb.lkpp.go.id/isb-2/api/4c8cf603-d8dc-47a5-816c-4247269f8232/json/10550/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2023,D210
https://isb.lkpp.go.id/isb-2/api/4c8cf603-d8dc-47a5-816c-4247269f8232/json/10550/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/775818f0-cfae-4cc7-b794-86ed9b5cdba9/json/10554/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2022,D210
https://isb.lkpp.go.id/isb-2/api/775818f0-cfae-4cc7-b794-86ed9b5cdba9/json/10554/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2023,D210
https://isb.lkpp.go.id/isb-2/api/775818f0-cfae-4cc7-b794-86ed9b5cdba9/json/10554/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/df38531c-b295-4ddc-84e9-90a0180de60c/json/10565/RUP-MasterSatker/tipe/12:12/parameter,2022,D210
https://isb.lkpp.go.id/isb-2/api/df38531c-b295-4ddc-84e9-90a0180de60c/json/10565/RUP-MasterSatker/tipe/12:12/parameter,2023,D210
https://isb.lkpp.go.id/isb-2/api/df38531c-b295-4ddc-84e9-90a0180de60c/json/10565/RUP-MasterSatker/tipe/12:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/68474130-7fde-46e8-9b37-2ffe58449075/json/10583/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2022,D210
https://isb.lkpp.go.id/isb-2/api/68474130-7fde-46e8-9b37-2ffe58449075/json/10583/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2023,D210
https://isb.lkpp.go.id/isb-2/api/68474130-7fde-46e8-9b37-2ffe58449075/json/10583/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2024,D210
https://isb.lkpp.go.id/isb-2/api/9660f0a0-2cc2-4c6e-899b-35dad4da6d47/json/3993/RUP-SubKegiatanMaster/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/9660f0a0-2cc2-4c6e-899b-35dad4da6d47/json/3993/RUP-SubKegiatanMaster/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/9660f0a0-2cc2-4c6e-899b-35dad4da6d47/json/3993/RUP-SubKegiatanMaster/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/e417f5ee-d504-4de0-a03d-6084fb521da7/json/4001/RUP-KegiatanMaster/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/e417f5ee-d504-4de0-a03d-6084fb521da7/json/4001/RUP-KegiatanMaster/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/e417f5ee-d504-4de0-a03d-6084fb521da7/json/4001/RUP-KegiatanMaster/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/c6bcddde-9f61-4aeb-814a-667800878a08/json/4010/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/c6bcddde-9f61-4aeb-814a-667800878a08/json/4010/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/c6bcddde-9f61-4aeb-814a-667800878a08/json/4010/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/a19f3701-4b9d-4d36-ac86-2f0fd7a08f71/json/4013/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/a19f3701-4b9d-4d36-ac86-2f0fd7a08f71/json/4013/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/a19f3701-4b9d-4d36-ac86-2f0fd7a08f71/json/4013/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/9786b715-9732-4519-b30a-bf8130a81fa5/json/4014/RUP-ProgramMaster/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/9786b715-9732-4519-b30a-bf8130a81fa5/json/4014/RUP-ProgramMaster/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/9786b715-9732-4519-b30a-bf8130a81fa5/json/4014/RUP-ProgramMaster/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/f9ad6a89-56aa-4aea-957a-08c46c3f335c/json/4016/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/f9ad6a89-56aa-4aea-957a-08c46c3f335c/json/4016/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/f9ad6a89-56aa-4aea-957a-08c46c3f335c/json/4016/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/aed75afe-a7a1-493c-bce3-021b624dafae/json/4017/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/aed75afe-a7a1-493c-bce3-021b624dafae/json/4017/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/aed75afe-a7a1-493c-bce3-021b624dafae/json/4017/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/3d6345b1-9ff4-46f9-bb14-b1e54786b9e2/json/4018/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/3d6345b1-9ff4-46f9-bb14-b1e54786b9e2/json/4018/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/3d6345b1-9ff4-46f9-bb14-b1e54786b9e2/json/4018/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/3ceb56ea-aa95-4803-94c1-3bb9ed95756e/json/4853/RUP-MasterSatker/tipe/12:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/3ceb56ea-aa95-4803-94c1-3bb9ed95756e/json/4853/RUP-MasterSatker/tipe/12:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/3ceb56ea-aa95-4803-94c1-3bb9ed95756e/json/4853/RUP-MasterSatker/tipe/12:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/8974bad3-4a6c-439f-a408-ea3e28cd5772/json/6993/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2022,D199
https://isb.lkpp.go.id/isb-2/api/8974bad3-4a6c-439f-a408-ea3e28cd5772/json/6993/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2023,D199
https://isb.lkpp.go.id/isb-2/api/8974bad3-4a6c-439f-a408-ea3e28cd5772/json/6993/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2024,D199
https://isb.lkpp.go.id/isb-2/api/682a965a-5ef0-481b-9729-517a95f5c5fc/json/4116/RUP-SubKegiatanMaster/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/682a965a-5ef0-481b-9729-517a95f5c5fc/json/4116/RUP-SubKegiatanMaster/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/682a965a-5ef0-481b-9729-517a95f5c5fc/json/4116/RUP-SubKegiatanMaster/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/1d52ae98-5104-490e-8333-7e29f211e0d8/json/4124/RUP-KegiatanMaster/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/1d52ae98-5104-490e-8333-7e29f211e0d8/json/4124/RUP-KegiatanMaster/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/1d52ae98-5104-490e-8333-7e29f211e0d8/json/4124/RUP-KegiatanMaster/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/5b67e125-cd9a-4a80-9418-25cf368e4987/json/4133/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/5b67e125-cd9a-4a80-9418-25cf368e4987/json/4133/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/5b67e125-cd9a-4a80-9418-25cf368e4987/json/4133/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/391e5397-b0b4-4959-bda9-71edc926f194/json/4136/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/391e5397-b0b4-4959-bda9-71edc926f194/json/4136/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/391e5397-b0b4-4959-bda9-71edc926f194/json/4136/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/4abdab3f-d400-46bf-a7d4-246f4059c336/json/4137/RUP-ProgramMaster/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/4abdab3f-d400-46bf-a7d4-246f4059c336/json/4137/RUP-ProgramMaster/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/4abdab3f-d400-46bf-a7d4-246f4059c336/json/4137/RUP-ProgramMaster/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/08a94892-a94f-4370-b1ec-1906ec2dcfd4/json/4139/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/08a94892-a94f-4370-b1ec-1906ec2dcfd4/json/4139/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/08a94892-a94f-4370-b1ec-1906ec2dcfd4/json/4139/RUP-PaketPenyediaLokasi/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/ff54f94b-5c6b-4bb0-b07e-afa2272fd973/json/4140/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/ff54f94b-5c6b-4bb0-b07e-afa2272fd973/json/4140/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/ff54f94b-5c6b-4bb0-b07e-afa2272fd973/json/4140/RUP-PaketSwakelolaLokasi/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/a7af29e3-e7a2-4ee4-9d90-5b409e910d94/json/4141/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/a7af29e3-e7a2-4ee4-9d90-5b409e910d94/json/4141/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/a7af29e3-e7a2-4ee4-9d90-5b409e910d94/json/4141/RUP-PaketAnggaranPenyedia/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/fa9d2a23-cd9a-4dad-a3ab-d6e30aad7e29/json/4850/RUP-MasterSatker/tipe/12:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/fa9d2a23-cd9a-4dad-a3ab-d6e30aad7e29/json/4850/RUP-MasterSatker/tipe/12:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/fa9d2a23-cd9a-4dad-a3ab-d6e30aad7e29/json/4850/RUP-MasterSatker/tipe/12:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/0421b816-6762-42a7-b8f1-840172bd4d06/json/6990/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2022,D204
https://isb.lkpp.go.id/isb-2/api/0421b816-6762-42a7-b8f1-840172bd4d06/json/6990/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2023,D204
https://isb.lkpp.go.id/isb-2/api/0421b816-6762-42a7-b8f1-840172bd4d06/json/6990/RUP-StrukturAnggaranPD/tipe/4:12/parameter,2024,D204
https://isb.lkpp.go.id/isb-2/api/9ea056a5-2d18-4f9b-a725-05e14e16c5a6/json/11062/RUP-SubKegiatanMaster/tipe/4:12/parameter,2022,D198
https://isb.lkpp.go.id/isb-2/api/9ea056a5-2d18-4f9b-a725-05e14e16c5a6/json/11062/RUP-SubKegiatanMaster/tipe/4:12/parameter,2023,D198
https://isb.lkpp.go.id/isb-2/api/9ea056a5-2d18-4f9b-a725-05e14e16c5a6/json/11062/RUP-SubKegiatanMaster/tipe/4:12/parameter,2024,D198
https://isb.lkpp.go.id/isb-2/api/b44d33a1-5389-4a1b-89cd-766de8565af2/json/11053/RUP-KegiatanMaster/tipe/4:12/parameter,2022,D198
https://isb.lkpp.go.id/isb-2/api/b44d33a1-5389-4a1b-89cd-766de8565af2/json/11053/RUP-KegiatanMaster/tipe/4:12/parameter,2023,D198
https://isb.lkpp.go.id/isb-2/api/b44d33a1-5389-4a1b-89cd-766de8565af2/json/11053/RUP-KegiatanMaster/tipe/4:12/parameter,2024,D198
https://isb.lkpp.go.id/isb-2/api/79cbc43a-07af-4cc0-af1b-32f350e48790/json/11097/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2022,D198
https://isb.lkpp.go.id/isb-2/api/79cbc43a-07af-4cc0-af1b-32f350e48790/json/11097/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2023,D198
https://isb.lkpp.go.id/isb-2/api/79cbc43a-07af-4cc0-af1b-32f350e48790/json/11097/RUP-PaketPenyedia-Terumumkan/tipe/4:12/parameter,2024,D198
https://isb.lkpp.go.id/isb-2/api/b1ff7bc7-61ba-4473-99df-5776768c0c32/json/11061/RUP-PaketSwakelola-Terumumkan/tipe/4:12/parameter,2022,D198
